org_dataset	id	org	org_stance	response	response_stance	label	topic
political	890	We can not parley on the basis of equality with the Soviet unless we maintain a military position of equality with them , and that goes in the traditional weapons and in missiles and in outer space . One of the reasons why we have never been able to get an agreement on the disarmament of outer space is because we are second in outer space , and the Soviet Union will not give way their advantage . We arm to parley , and we must be strong if we are going to disarm and maintain our security .	unknown	We are already racing from the jet age to the space age before meeting the safety , airport development , and other problems of the former . Space exploration that unravels the secrets of our universe , reconnaissance satellites that can replace a hundred U-2 planes watching over all the world , civilian travel in space vehicles , and the rule of law and disarmament in space itself , all these lie ahead of this generation . But we need not look only to the skies for new horizons .	unknown	unrelated	disarmament
political	892	Everywhere I go in this campaign , I find people asking : What 's the matter with America ? Why are we slipping , why are we losing friends around the world ? Why are we losing the lead to Russia ? Why are n't we meeting the Communist challenge - from Cuba to the Congo , from India to Indonesia ? Four years ago the cold war was being carried on thousands of miles away . This year it spread to within 90 miles of Florida to Cuba . And next week when Mr. Khrushchev and Mr. Castro arrive in New York they will bring the cold war to within 12 miles of the Bergen Mall .	unknown	We can not be committed by a party of the past . We can not wait for Mr. Khrushchev 's words , for the Communists are not satisfied with their gains of the last months , with their lead in missiles and space , and their foothold in Cuba , and half of Indochina , and their new influence in Laos and Africa and Asia . They will keep on driving and expanding and gaining without regard to all the kitchen debates and without regard to what goes on in the United Nations unless we have a President and a country in the 1960 's that acts first and acts fast .	unknown	support	cuba
political	893	One , I believe , is the responsibility of all of us , those of us who serve in the Congress , those of us who may serve in the Presidency or in the executive branch , to bring up to date , to make modern , those programs which have been part of our political life , part of our national life , for 20 or 25 or 30 years . In other words , to pass a minimum wage bill which brings wages up to date . The first minimum wage bill in 1935 was 25 cents an hour .	unknown	[ Response from the audience . ] I want someone to tell me a single piece of domestic legislation that Mr. Nixon ever proposed that stood for progress for the people , from minimum wage , social security - this summer we tried to pass a bill for medical care for the older citizens . Under the bill , which the President signed , before you or your mother and father , who may be retired , who may have a heart attack or cancer or sick for several months - before they can get any assistance under that program , they first have to sign a petition that they are medically indigent .	unknown	support	minimum wage
political	894	It worked with the Arbenz Communist government in Guatemala which we inherited from our predecessors . It will work , I believe , with Cuba . And on the other side there is the wrong and demagogic way - the right that I have pointed out , the wrong which Senator Kennedy has advocated - and I say this is a way of shooting from the hip on matters gravely affecting the security of the United States .	unknown	2. It would , as we have seen from the immediate response of shock and dismay in Latin America , alienate every one of our sister American Republics whose friendship you have acknowledged is of vital importance to our efforts against communism . 3. It would give Mr. Khrushchev a valid excuse to intervene in Cuba on the side of the Castro government , saying that the United States had intervened in violation of its treaty obligations in trying to overthrow the existing government . 4. If this happened , your policy could lead to World War III .	unknown	unrelated	cuba
political	895	And I come here tonight to ask the support of the people of New York in November . I could talk on many subjects tonight - the need for an effective minimum wage ; the medical care for the aged ; of Federal aid to education , and all the rest . But I 'm going to talk about an issue which goes to the survival of the United States .	unknown	A Vice President who was a Congressman in 1949 opposed public housing , is part of the same administration which in 1959 vetoed two housing bills . Are the people of Illinois and the people of this city and the people of this district to have a change to determine what kind of government they want here in this State and across the country ? Do you feel that everything that has to be done to provide better working conditions for our people and better housing , and medical care for the aged , which affects us all , because we all have someone in our family that needs assistance - and under the bill which the Congress passed and which was signed by the administration , before anyone can get medical aid , they have to sign a petition that they are indigent , that they are broke , that they have expended their money , that they are paupers . I believe in medical care for the aged , nursing care , all tied to social security , which has served our people so well for 25 years .	unknown	unrelated	medical care,health care
political	897	 This letter from this 12-year-old boy sums up the concern that I found all over the United States as we have traveled this country north , east , west , and south . This concern and the idea that this is the major of this campaign is held not only by Republicans but by Democrats and independents , and I find that as far as this particular issue is concerned , it transcends all the rest , because while people , of course , are interested in how government can provide the climate in which we can continue to have good jobs and high wages and how government can provide the necessary procedures through which we can have social security in times of unemployment and better schools and hospitals - while they are interested in these things , they know it does n't make any difference if we had all those things if we are not around to enjoy them . I say to you the biggest , major issue which we should talk about today above all others is this : Which of the two candidates for the Vice Presidency and the Presidency can best provide the leadership for America and the free world in these next 4 years which will keep the peace without surrender and which will extend the freedom throughout the world .	unknown	They would have thought of the people and we would have had a bill that would have done something about it . I say to you today , and I pledge to you , that America , first , can not afford to allow any pockets of unemployment to exist . We can not afford not to use the tremendous human resources that are here in this area that are not being used .	unknown	unrelated	unemployment
political	899	Let me speak now of a more important issue . I am sure when you heard the words  more important  some of you thought :  What could be more important than education for our children , a better job , adequate hospitals and health care , all these things that I have mentioned ?  The answer is :  We can have the best social security system , the best education , the best jobs that we can imagine , and it is not going to do any good unless we are around to enjoy them .  So I urge all of you , without regard to your partisan affiliations , to have this major issue in mind as you go to the polls on election day :  Which of the two candidates , which of the two tickets , do you believe best provides the kind of leadership that will keep the peace for America and keep it without a surrender of principle ?  Here we think we have a good record .	unknown	Now , people disagree with that . Senator Kennedy and Senator Johnson believe that the social security route , which would compel all people - whether they wanted health insurance or not - to , in effect , have it through subscribing to social security , is the best one to provide medical care or people over 65 . I believe that the most effective method is through a program which will provide a choice whereby people who want to have the protection for catastrophic illnesses or , for that matter , for noncatastrophic illnesses , if they so desire , can have it , but where they are not forced to have it if they do not desire , and where they can choose getting that protection through government or through private plans , which they might choose , with some government assistance .	unknown	unrelated	medical care,health care
political	900	What have they done since President Taft ? What have they done on social secunty and minimum wages and housing and resource development , on which they run and issue papers today ? Where do they stand when those measures were proposed ? Where do they stand in 1960 when we tried to move the minimum wage from $ 1 an hour to $ 1.25 ? Mr. Nixon says it is too extreme . When we try to provide medical care for the aged on social security , instead they pass a bill by which you have to take a pauper 's oath before you are entitled to medical care . What do they do on resource development ? Their policy was officially called  No new starts .	unknown	That is the same party that voted 90 percent against 25 cents minimum wage . I do n't lead a party which voted 90 percent against social security , which ran a presidential candidate , Alf Landon , in 1936 , calling for the repeal of social security , and yet that is the same party in 1960 that voted against medical care for the aged . I think the record tells us something .	unknown	support	medical care,health care
political	901	[ Laughter . ] I am not planning any attack on Mr. Nixon at the present time , unless it happens to come up on an issue dealing with medical care or some other where we have a different viewpoint . I think it would be useful to then try to state the difference between our viewpoints .	unknown	[ Applause . ] This is a long struggle ; the struggle to tie medical care for the aged to social security began in the administration of Harry Truman . He was defeated .	unknown	unrelated	medical care,health care
political	902	This revolution in nationhood has been but one of several other revolutions , all of which have been going on at the same time - and all of tremendous importance to history . There is the revolution in transportation and communication which is shrinking our world with every passing day ; there is the revolution in medicine which is enabling human beings to become healthier and live longer ; the revolution in automation , which increases our abundance , but also our unemployment ; the revolution of farm production , which could bring the eventual elimination of hunger in the world , but which so far has only brought disaster to the farm family ; the revolution of our exploding urban population which brings with it the problems of overerowded schools , urban blight , and crowded slums . There is the revolution in education , which sees more and more of our young people going to college , while two-thirds of the world 's population still remains illiterate ; the tremendously exciting revolution in space , which will soon carry man to other worlds undreamed of ; and the equally exciting and morally refreshing revolution for human rights for all citizens here at home .	unknown	And unemployment is not insignificant to the Democratic Party - which has always pursued a policy of full employment - which has never said that there  must be some unemployment  and which is going to see that there are jobs for all Americans in the sixties . In fact , unemployment is only insignificant to Mr. Nixon and a Republican Party which has opposed every Democratic effort to put men back to work in the past 8 years - which has complacently stood by while unemployment rose from less than 2 million in 1952 to 4 million today and while Michigan lost more than 100,000 jobs despite an expanding population . For I believe that the American people are going to reject a party which - again in Mr. Nixon 's words - believes that  unemployment is inevitable ,  a party which lacks faith in the capacity of a strong and growing America to provide jobs for all its people , a party which , in the most fundamental sense , is letting America run down because it is failing to build America up , a party whose candidate is all too ready to threaten war but is unwilling to build up the strength which is the only guarantee of peace , who is always willing to speak loudly , but is unwilling to be sure that America carries a big stick .	unknown	unrelated	unemployment
political	903	In pledging assistance to American Indians we are offering them new opportunities not only as Americans of Indian descent , but as American citizens who , through no fault of their own , have not had these opportunities until now . Our Indian platform pledge , you will note , harmonizes fully with other , more general , platform pledges , such as that to assist depressed areas of chronic unemployment , to provide decent housing , and to inaugurate a Youth Conservation Corps . As you can see , Indians would benefit not only from our specific program in the field of Indian affairs , but also from our programs for help to underprivileged groups generally .	unknown	I would like to have him make that speech in some of the places I was in yesterday , coal mine areas , factories , 50 percent of capacity in steel , even less than that in coal . But then the White House added ,  Unemployment is widely disappearing . We are nearing the final triumph over poverty than ever before in the history of our land .	unknown	unrelated	unemployment
political	904	You won a great victory 2 years ago here in California , and this State is going to lead the way to another great victory exactly 2 months from tonight . Pat Brown , working with a Democratic legislature , has written human rights into California law - broader unemployment compensation . More help for the aged and needy .	unknown	[ Applause . ] And we will enact a bill which has passed the U.S. Senate twice , which has been vetoed twice , which provides assistance to those who live in distressed areas , which will help send Government contracts , which will provide loans for businessmen , which will provide vocational retraining , which will provide supplemental unemployment compensation benefits , so that in these distressed areas where unemployment is 8 , 9 , and 10 percent , we can help these places move again . This is a national problem , not a problem for a county in West Virginia or a county in my own State of Massachusetts .	unknown	support	unemployment
political	905	In it are centered the hopes of the globe around us for freedom and a more secure life . For it is in the Executive Branch that the most crucial decisions of this century must be made in the next four years--how to end or alter the burdensome arms race , where Soviet gains already threaten our very existence--how to maintain freedom and order in the newly emerging nations--how to rebuild the stature of American science and education--how to prevent the collapse of our farm economy and the decay of our cities--how to achieve , without further inflation or unemployment , expanded economic growth benefiting all Americans--and how to give direction to our traditional moral purpose , awakening every American to the dangers and opportunities that confront us . These are among the real issues of 1960 .	unknown	You won a great victory 2 years ago here in California , and this State is going to lead the way to another great victory exactly 2 months from tonight . Pat Brown , working with a Democratic legislature , has written human rights into California law - broader unemployment compensation . More help for the aged and needy .	unknown	unrelated	unemployment
political	906	We have never adopted a comprehensive and meaningful position , and we have too often resorted instead to irresponsible grandstand plays . I have proposed a national peace agency , an arms control research institute , to prepare those studies necessary for a firm and precise policy , to make certain our spokesmen are better prepared and better staffed at future conferences , to enable us to seize the disarmament initiative . For I know we can do better .	unknown	Such an effort requires not only long-term development loans but education , student exchanges , stepped up Voice of America broadcasts , concerned and competent Ambassadors , and a wide range of measures designed to increase the strength of freedom and stimulate the economic advance on which freedom often depends . Fourth , we will strengthen our planning the preparation for disarmament . One of the most glaring failures of the past 8 years has been our failure to prepare properly for any arms control conference since the end of the Korean war .	unknown	support	disarmament
political	907	D., Vice - President , Illinois Gerontological Society ; Past Member , Executive Council of American Gerontological Society ; National recognition in social research in aging . Cecil G. Sheps , M D Professor of Medical and Hospital Administration , Graduate School of Public Health , University of Pittsburgh ; Member , Planning Committee on Health and Medical Care for White House Conference on Aging . Leo W. Simmons , Ph .	unknown	[ Applause . ] And this job will not be finished until we provide medical care for the aged under social security . Finally , let me say that I am glad to be here with a young and progressive figure from the State of Michigan , who I believe will succeed Mennen Williams as a great Governor , who will lead Michigan forward - John Swainson .	unknown	unrelated	medical care,health care
political	908	Under discussion will be ways and means of creating more jobs to take care of the growing unemployment problem throughout the Nation . Specific attention will be given the problem of long-term chronic unemployment in 177 areas throughout the Nation , the Senator said , but the conference will address itself mainly to the larger problem of jobless workers wherever they may be . Codirectors of the conference will be Pennsylvania 's secretary of labor and industry , William L. Batt , Jr., and Hulett C. Smith , chairman of the West Virginia State Democratic Committee .	unknown	The task which faces you as a union is to adjust yourselves to these tremendous industrial changes which are going to bring white-collar workers where blue-collar workers once dominated . The problem for us as citizens of the United States , the problem for us , those of us who serve in the Government , in the Congress or in the executive branch , is how we can maintain full employment , how we can absorb the production of our industries , how we can provide for the orderly transition from present production methods into new production methods without displacing our workers , how we can in short in the steel industry , in the chemical industry , in the oil industry , in the newspaper industry , how we can provide labor-saving machinery at the same time maintaining full employment , at the same time making sure that those machines produce a better life rather than a life of unemployment for so many of our citizens . [ Applause .	unknown	unrelated	unemployment
political	909	I urge the President to act now . The intentions of the Republicans today was to use civil rights legislation to block the enactment of bills for Federal-aid to education , housing , medical assistance to the aged and the lifting of the minimum wage . The evidence lies in the fact that it was Senator Dirksen himself last April 1 who moved to table the very Government Contracts Commission proposal which he now purports to support .	unknown	Previous to the convention we had passed housing , aid to education . After the convention , we did pass a minimum wage bill of $ 1.25 in the Senate . We failed by five votes on medical care for the aged tied to social security .	unknown	unrelated	minimum wage
political	910	[ Applause . ] I supported an effort and Scoop Jackson and Senator Magnuson both voted the same way , which was to tie medical care for the aged to social security . The program which passed this Congress and was signed by the President is going to cost an estimated $ 2 billion a year , $ 1 billion from the States and $ 1 billion from the Federal Government , to provide inadequate services , when we had a great system which it could have been tied to , which was social security , which has worked so well for nearly 25 years .	unknown	[ Applause . ] During the last session of the Congress in August , we offered on the floor of the U.S. Senate a bill which would tie medical care for the aged to the social security system . We failed by five votes , and this was regarded as an ignominious defeat .	unknown	support	medical care,health care
political	911	Under discussion will be ways and means of creating more jobs to take care of the growing unemployment problem throughout the Nation . Specific attention will be given the problem of long-term chronic unemployment in 177 areas throughout the Nation , the Senator said , but the conference will address itself mainly to the larger problem of jobless workers wherever they may be . Codirectors of the conference will be Pennsylvania 's secretary of labor and industry , William L. Batt , Jr., and Hulett C. Smith , chairman of the West Virginia State Democratic Committee .	unknown	And in both 1958 and 1959 , an average of more than 1 million idle workers remained out of a job for more than 15 weeks - the highest number since before the war . These figures tell a human story - the story of unemployment benefits running out - of 3 million Americans forced to live on an unhealthy tasteless diet of surplus foods - a story of hardship and personal tragedy . What , then , does Mr. Nixon mean when he says we are enjoying the greatest prosperity that Americans have ever enjoyed ? Perhaps he believes that if only 1 out of every 10 Americans are unable to find full-time work , the other 9 out of every 10 must be doing all right .	unknown	unrelated	unemployment
political	912	However , people may say ,  But , Mr. Kennedy changes his mind . He does n't say the same thing on Cuba now . He says he supports the President in these other two areas now .	unknown	That 's the kind of thing you 're confronted with , with him . And then again on Cuba , a similar pattern - saying that our policy of quarantine was too little and too late , and then advocating policies that were universally interpreted as being intervention in that particular area , which would have violated every treaty we have with our sister organization of American States , and also the U.N. Charter , in the process . These were mistakes .	unknown	unrelated	cuba
political	913	[ Applause . ] As long as there are 15 million American homes substandard , as long as there are 5 million Americans who live on a surplus food package from the Government which amounts to 5 cents a day , as long as there are millions of Americans who are denied the protection of even $ 1 minimum wage , as long as there are Americans who do not enjoy their full constitutional rights in every sense , as long as America has ceased to be a source of inspiration to all those who wish to be free , as long as in the United Nations and elsewhere there are serious indications that we have lost the imagination of the world , as long as there is unfinished business for our generation , so long is there need for the Democratic Party and so long is their need for us to win this election . [ Applause .	unknown	Fact : When the minimum wage was raised from 40 cents to 75 cents an hour , every Republican on the House Labor Committee opposed it and the Republicans in the House voted 143 to 12 to take away minimum wage protection from 1 million workers who were covered . Fact : In 1960 , the attempt to raise the minimum wage to $ 1.25 an hour was defeated in the House when Republicans voted 119 to 27 against it . In the Senate , the $ 1.25 minimum wage was opposed by the Republicans , 18 to 14 .	unknown	unrelated	minimum wage
political	914	I was the floor manager and as chairman of the Subcommittee on Labor brought the first area redevelopment bill to the floor of the Senate . We passed that bill for depressed areas , and I represented a number of them - the city of Lawrence Mass , had 30 percent unemployment for 4 years . I brought that bill and managed it through the Senate .	unknown	[ Applause . ] Social security , unemployment compensation , housing legislation , care for the aged - all of these programs - civil rights - in 1953 and 1954 the Republican Party controlled the White House , the Senate and the House . Not one single civil rights bill saw the light of day in either body .	unknown	unrelated	unemployment
political	915	I know what it is in the little store in which I worked to see a child of an unemployed man come in and have to ask to put things on the bill , knowing that his dad or hers probably was n't going to get a job for a while . I know what continued unemployment can do , not only to the men , but worse , to the morale of the children . I know what it is for a family to attempt to meet the bills at the end of the month .	unknown	We come from all continents , from all countries , from all races and all religions and what better evidence of it than here ? I recall talking to Mr. Herbert Hoover at the time he was working with me on the Hungarian refugee problems , trying to develop programs for the refugees . Concern was expressed at that time about changing our immigration laws to allow more refugees to come in , concern with regard to the effect on employment and unemployment in this country , concern as to how these people could be assimilated . His answer was that every wave of refugees that has come to the United States has strengthened America rather than weakened it .	unknown	unrelated	unemployment
political	916	They are afraid of diplomatic policies that teeter on the brink of war . They are dismayed that our negotiators have no solid plans for disarmament . And they are discouraged by a philosophy that puts its faith in swapping threats and insults with the Russians .	unknown	First , it has been suggested that it is your objective to pose as a champion of disarmament . You are said to be bringing new disarmament proposals with you . If they are at all constructive and negotiable , I hope we in this country will stand ready to consider them .	unknown	unrelated	disarmament
political	918	They represent the Nation , and because we represent the people , we speak for the people . It was very clearly marked in the last session of the Congress when we brought up the new bill of medical care for the aged tied to social security . We were defeated but 44 Democrats voted aye , and one Republican voted aye , and it was not the Vice President of the United States .	unknown	What is  extreme  is the fact of 9 million Americans over the age of 65 trying to survive on incomes of less than $ 20 a week - the 3 million more living on $ 40 a week . What is  extreme  is the fact of millions of older Americans who are unable to afford the medical care - the doctors and drugs and hospital rooms - which they so desperately need . And what is  extreme  is the opposition of the Republican Party to every effort to bring help to our older citizens .	unknown	support	medical care,health care
political	919	What is going to happen to those people ? Who is going to sustain them ? Who is going to help them spend their useful lives with some degree of security , housing , food , and so forth ? Will these extra years that medical experience is adding to their lives be a curse or a blessing ? Will they be in poverty or will they be in security ? Forcing a retired worker to stop working at 65 years of age and depend on an average social security check of $ 72 a month does not offer that man or woman much security . I believe we can do better and I believe the way to do better is to provide medical care for the aged which is tied to social security , so that the worker himself during his fruitful years can participate in the sustaining of his security when the time has come to retire . [ Applause .	unknown	And this is all going to come at a time when automation and machinery is taking the place of men and women . I believe that we have to educate our children , that we have to provide jobs for those who want to work , that we have to provide security for those who have retired , particularly for medical care , that we must build in this country a strong and vital society which serves as an inspiration and an example to all those who look to us with confidence and hope . I come to this community in the closing days of a long campaign .	unknown	support	medical care,health care
political	920	The raising of the minimum wage and its extension to cover millions of unprotected American workers must be one of the first items on the agenda of the next administration . Our unemployment benefits , too , must be standardized and extended . By assuring working Americans of a living wage , by assuring unemployed Americans that they will be able to have the basic necessities of life , we help not only New England against substandard competition ; we help the entire Nation .	unknown	Franklin Roosevelt once reminded us that  we can not be content * * * if some fraction of our people - whether it be one-third or one-fifth or one-tenth - is ill-fed , ill-clothed , ill-housed , and insecure .  But Mr. Nixon and the party he leads say they are content , just as they have always been content , in the face of poverty and unemployment and an America with its most urgent needs unmet . The Republican Party which Mr. Nixon leads today is the same Republican Party which for half a century has opposed every single progressive measure which the Democrats have designed to improve human welfare and reduce human misery - the party which fought against the New Deal and tried to block the Fair Deal - the party which , in the past 8 years , has vetoed aid to areas of unemployment , blocked efforts to improve unemployment compensation , opposed raising the minimum wage , refused to expand the distribution of surplus food to the hungry , and failed to offer one single program to increase the welfare of the American people .	unknown	unrelated	unemployment
political	921	Ninety percent of the Republicans voted against a 25-cent minimum wage in 1935 , and 90 percent of them voted against the $ 1.25 an hour in 1960 , which Mr. Nixon considers extreme . Ninety percent of the Republicans voted against the social security in the midthirties and 95 percent in 1960 voted against the medical care for the aged tied to social security . The fact of the matter is that on these issues , medical care , social security , this administration vetoed two bills on housing , and one of them , the reason it was vetoed , was because it provided loans to colleges for dormitories .	unknown	You want full employment . You want medical care when you are older and social security . You want progress .	unknown	unrelated	medical care,health care
political	922	[ Applause . ] I do n't believe that this city and the State of Ohio wants for a President of the United States in 1961 , a man who thinks a minimum wage of $ 1.25 an hour for someone working in interstate commerce is extreme . I do n't believe that anyone who believes in Federal aid to education , and to make sure that our teachers are well compensated - anyone who believes that that is extreme , I do n't believe the American people are going to endorse that leadership .	unknown	 But his voting record as Congressman , Senator , and Vice President has been consistently antilabor . He says he supports the minimum wage - but as a Congressman he voted to eliminate from its protection a million workers already covered : and as Vice President he opposed our efforts to expand coverage and raise the minimum to $ 1.25 an hour . He makes campaign promises to help our distressed areas and our unemployed workers - but as Vice President he has consistently opposed our party 's efforts , sparked by Senator Douglas , to get such measures enacted .	unknown	support	minimum wage
political	923	But our goals are not the same . I want a $ 1.25 an hour minimum wage , medical care for the aged through social security , Federal aid to help raise teachers salaries as well as schools , an adequate program of slum clearance and low-rent housing , and a program of aid to areas of chronic unemployment which would include northern Minnesota . These are my goals .	unknown	The Republican Party , which in 1935 voted almost unanimously against the 25-cent minimum wage , voted almost unanimously against the $ 1.25 in 1960 . A Republican Party , which in 1935 voted 95 to 1 in the House of Representatives against the social security bill , voted 44 to 1 , with only one Republican , for medical care for the aged in the last session of the Congress . A Vice President who was a Congressman in 1949 opposed public housing , is part of the same administration which in 1959 vetoed two housing bills .	unknown	support	medical care,health care
political	924	And this is all going to come at a time when automation and machinery is taking the place of men and women . I believe that we have to educate our children , that we have to provide jobs for those who want to work , that we have to provide security for those who have retired , particularly for medical care , that we must build in this country a strong and vital society which serves as an inspiration and an example to all those who look to us with confidence and hope . I come to this community in the closing days of a long campaign .	unknown	Mr. Nixon may go through the country saying this is the greatest prosperity we have ever had , but I do n't think it is good enough . Mr. Nixon may be satisfied when we build 30 percent less homes this year than last year , Mr. Nixon and the Republicans may be satisfied to defeat medical care for our older citizens , to prevent and fail to support better education for our children , to make it possible for every bright boy and girl to see the inside of a college and develop his talents . [ Applause .	unknown	unrelated	medical care,health care
political	925	We have to have the power because we are friends of peace . As long as America is the strongest nation in the world , the world need not fear that there will be war , because we will use our strength to keep peace , and I think that all of you , including those who are as dedicated to peace as I am , will say that we want the next President of the United States always to go the extra mile , as President Eisenhower has , to negotiate with Mr. Khrushchev or anybody else for disarmament . We want to go the extra mile to strengthen the United Nations and the instruments of peace , but under no circumstances do we want the next President to be a man who will be fooled , who will make concessions to them without getting concessions in return , and , above all , we do not want the next President to be one who will reduce the strength of America unless we 're absolutely sure that the enemies of peace are also reducing their strength at the same time .	unknown	People have often spoken to me - my friends who are Quakers , as I am , have written to me - and they have said ,  Mr . Nixon , why does n't the United States show a more flexible attitude ? Why do n't we take the first step toward disarmament ?  Let me tell you what we have done . We have not only taken one step ; we have not only taken two steps , but we have gone the second mile , the third mile , way down the line on disarmament .	unknown	support	disarmament
political	926	I recall as we went by Swarthmore College some signs were up , saying ,  Mr . Nixon , why not disarmament ?  I want to talk a bit about that . I , as you know , happen to be a Quaker .	unknown	The hope for peace is to be firm against those who threaten the peace so that they ca n't blackmail us . The hope for peace is then to go out and sit down , from a position of strength , and negotiate for disarmament for peace but always from strength and never from weakness . And that 's what Cabot Lodge and I will do .	unknown	unrelated	disarmament
political	927	We want a peace in which the world is not teetering constantly on the brink of war . We want a peace in which the funds now poured into the destructive forces of armaments may be channeled into the constructive results of disarmament - into great multi-Nation efforts to eradicate disease , harness rivers , eliminate illiteracy , and exploit the frontiers of space . We want a peace in which we can truly beat our swords into plowshares , our bombs into reactors , and our rockets into vehicles for exploring outer space .	unknown	Our aspiration is for peace , not merely a peace which lasts between wars , not merely a peace which hangs on the brink of war , not merely a peace of the death , but a peace enforced and controlled by the United Nations against the universal danger of common destruction . We want a peace in which the funds now poured into the destructive implements of war may be channeled into the constructive results of disarmament , in a great multinational effort to harness our rivers , eradicate disease , take care of our children , care for the aged . We want a peace in which we can truly beat our swords into plowshares , and our hydrogen bombs into atomic reactors .	unknown	support	disarmament
political	928	Why did the people of Ghana and the leadership decide , even though an independent country , even with a great tradition of being tied to the British , even though they had every prospect of maintaining a society tied to the West , why have they in the last 3 years since they have been independent suddenly begun to tie their policies closely to that of the Soviet Union ? It is not chaos . It is not a military seizure of power like Cuba . Yet , Mr. Herter said 3 weeks ago that Ghana is supporting the foreign policy of the Soviet Union .	unknown	I contrast that call to the dim , silent trumpet that this administration has given forth in the last few years . In Cuba , the Communists have established a satellite . In Venezuela , angry mobs assault the Vice President of the United States .	unknown	unrelated	cuba
political	929	I would hope that our fiscal and monetary policy would have sufficient vitality to maintain the upward growth of our economy . Within that general sphere I would attempt to maintain a balanced budget and a balance between the funds that come in and the funds that go out , unless there was wide unemployment , or a threat to our security that required the defense expenditure . [ Applause .	unknown	Throughout the entire Nation men and women - almost 4 million of them - are looking for jobs . Economists tell us that an unemployment rate of 6 percent is the danger signal . When a community passes that point it is officially regarded as an area of  substantial labor surplus .	unknown	unrelated	unemployment
political	930	Mr. Khrushchev has stated that he is going to make a special appeal to them . We are going to have a discussion of disarmament . But I do think that in the final analysis that the President should make a judgment as to whether he should attend the United Nations .	unknown	First , it has been suggested that it is your objective to pose as a champion of disarmament . You are said to be bringing new disarmament proposals with you . If they are at all constructive and negotiable , I hope we in this country will stand ready to consider them .	unknown	unrelated	disarmament
political	931	For this is not the same Nation as it was in 1952 . Automation was little more than a word then - now it means unemployment and hardship for untold thousands of workers . The pressure on our schools - the plight of our elderly - the cost-price squeeze on our farmers - the decline of our cities - the high cost of medical care - these are newer and greater problems and pressures which in 1960 are still growing and changing and demanding new leadership .	unknown	 But Mr. Nixon and the party he leads say they are content , just as they have always been content , in the face of poverty and unemployment and an America with its most urgent needs unmet . The Republican Party which Mr. Nixon leads today is the same Republican Party which for half a century has opposed every single progressive measure which the Democrats have designed to improve human welfare and reduce human misery - the party which fought against the New Deal and tried to block the Fair Deal - the party which , in the past 8 years has voted aid to areas of unemployment , blocked efforts to improve unemployment compensation , opposed raising the minimum wage , refused to expand the distribution of surplus food to the hungry , and failed to offer one single program to increase the welfare of the American people . But Americans will not forget Mr. Nixon 's party this November - and they will return the Democrats to leadership so that all Americans can share in American abundance .	unknown	unrelated	unemployment
political	932	It means jobs and homes and schools for our children . Lack of growth means unemployment and pockets of poverty and a weak , declining nation . Under Republican leadership , we have not been growing .	unknown	Franklin Roosevelt once reminded us that  we can not be content * * * if some fraction of our people - whether it be one-third or one-fifth or one-tenth - is ill-fed , ill-clothed , ill-housed , and insecure .  But Mr. Nixon and the party he leads say they are content , just as they have always been content , in the face of poverty and unemployment and an America with its most urgent needs unmet . The Republican Party which Mr. Nixon leads today is the same Republican Party which for half a century has opposed every single progressive measure which the Democrats have designed to improve human welfare and reduce human misery - the party which fought against the New Deal and tried to block the Fair Deal - the party which , in the past 8 years , has vetoed aid to areas of unemployment , blocked efforts to improve unemployment compensation , opposed raising the minimum wage , refused to expand the distribution of surplus food to the hungry , and failed to offer one single program to increase the welfare of the American people .	unknown	support	unemployment
political	936	Senator John F. Kennedy today declared that-- the midyear budget report shows our fiscal stake in full employment . Rising unemployment and slack business conditions will cause a loss of at least $ 2 billion in anticipated revenue-- Kennedy said . The failure of corporate profits to rise and the consequent loss of expected corporate tax collections has caused a substantial change in the budget picture .	unknown	The Republicans adopted the seemingly simple and easy policy of tightening interest rates when demand was strong and prices were rising - a principle that requires allowing rates to fall when the economy needed stimulation . But the facts of the matter are that each successive peak and each successive valley in the economy has ended with higher and higher interest rates - with the result that paradoxically high rates accompanied heavy unemployment , low production , and a slack economy . For this policy has not worked .	unknown	unrelated	unemployment
political	937	Now , if you regard those programs as extreme , I believe you should support Mr. Nixon and the Republican Party . But if you believe that you can not have a prosperous town in this State if your agricultural income continues to drop , if you recognize that under the program which Mr. Nixon put forward , which is a continuation of the Benson program , and corn which sold 8 years ago for $ 1.50 sells in this State at 95 cents today , will sell next year at 80 cents , and down and down it will go , because this administration 's farm program provides for a free market price , and the free market price for corn in this country with unlimited production will take that down at least 20 percent below what it is selling at today , and if any merchant in this State feels he can prosper with corn on the downward trend , with unemployment in this State , at 6.8 percent to 7 percent , any merchant in this country who feels he can move forward when steel production is at 50 percent of capacity , which it is in the United States , when 7 out of 8 International Harvester plants in Illinois closed down in the last 2 weeks , and they may open some of them in October - if that is the kind of country you want and that is the kind of economy you believe in , if those are the programs you want , I believe you should vote for Mr. Nixon . But if you believe it is time this country moved forward , if you believe we have stood on dead center long enough , if you believe that the balance of power in the world should shift in our direction instead of against us , if you believe that the United States should be first - not first but , if , sometimes or perhaps , but first , period .	unknown	They are still making those charges today . But can anyone here really imagine an America without the New Deal ? Can anyone imagine this Nation without social security , without unemployment compensation and old-age assistance , without minimum wages and maximum working hours , without Federal guarantees of collective bargaining , without regulation of security issues and stock exchanges , without the guarantee of bank deposits , without protection for our farmers ? There were many conferences on all these programs held here at Warm Springs . President Roosevelt used to talk about the  spirit of Warm Springs * * * the general feeling that we are all part of a family .	unknown	unrelated	unemployment
